element,sp_num,obs_wl_vac(A),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,tp_ref,line_ref,
Th,1,4505.7257,0.0008,16,,,4,5,,,L5951,
Th,1,4505.8941,0.0003,200,,,5,5,,,L5951,
Th,1,4506.48037,0.00006,1400,,,4,3,,,L18702,
Th,1,4506.7118,0.0020,7,,,2,3,,,L3552,
Th,1,4506.8696,0.0005,44,,,2,2,,,L5951,
Th,1,4507.5800,0.0006,29,,,1,2,,,L5951,
Th,1,4507.73699,0.00016,890,,,3,3,,,L5951,
Th,1,4507.81204,0.00022,350,,,2,1,,,L5951,
Th,1,4507.8344,0.0004,67,,,3,2,,,L5951,
Th,1,4507.8997,0.0006,21,,,4,3,,,L5951,
Cu,1,4508.61,0.06,200h,,,7/2,5/2,,,L772,
Th,1,4508.9033,0.0020,7,,,5,4,,,L3552,
Th,1,4509.30005,0.00020,440,,,3,4,,,L5951,
Th,1,4509.8719,0.0006,40,,,3,3,,,L5951,
Th,1,4509.9796,0.0020,8,,,4,4,,,L3552,
Cu,1,4510.639,0.009,400,2.75e+07,C+,3/2,1/2,,T1343,L772,
Th,1,4510.6548,0.0020,8,,,2,3,,,L3552,
Th,1,4511.1071,0.0004,57,,,5,4,,,L5951,
Th,1,4511.2236,0.0003,140,,,3,3,,,L5951,
Ne,1,4511.435,0.020,150,,,2,1,,,L3469,
Th,1,4511.5309,0.0006,34,,,3,2,,,L5951,
Th,1,4511.6261,0.0005,51,,,2,3,,,L5951,
Th,1,4511.6930,0.0006,28,,,4,3,,,L5951,
Ar,1,4511.998,0.010,100,1.18e+06,B+,1,0,,T5223,L2634,
Th,1,4512.5586,0.0005,43,,,5,6,,,L5951,
Ne,1,4512.774,0.020,200*,,,2,1,,,L3469,
Ne,1,4512.774,0.020,200*,,,2,2,,,L3469,
Th,1,4514.2157,0.0020,8,,,3,3,,,L3552,
Cu,1,4514.458,0.021,50h,,,1/2,3/2,,,L772,
Th,1,4514.48895,0.00010,1100,,,2,2,,,L18702,
Th,1,4514.94577,0.00010,1100,,,5,4,,,L18702,
Th,1,4515.3232,0.0004,92,,,4,3,,,L5951,
Th,1,4515.6641,0.0020,12,,,5,4,,,L3552,
Th,1,4515.8165,0.0006,38,,,3,4,,,L5951,
Ne,1,4516.157,0.020,700,,,2,3,,,L3469,
Ne,1,4516.288,0.020,20,,,2,2,,,L3469,
Th,1,4516.384513,0.000020,5400,,,2,3,,,L18702,
Th,1,4516.6650,0.0004,60,,,4,3,,,L5951,
Ne,1,4516.677,0.020,300,,,1,1,,,L3469,
Th,1,4516.8938,0.0004,77,,,2,2,,,L5951,
Th,1,4517.22685,0.00020,390,,,4,3,,,L5951,
Th,1,4517.33063,0.00020,460,,,6,7,,,L5951,
Th,1,4517.8055,0.0004,55,,,0,1,,,L5951,
Th,1,4518.0027,0.0020,12,,,1,2,,,L3552,
Ne,1,4518.203,0.020,500,,,1,0,,,L3469,
Th,1,4518.8960,0.0020,34,,,4,3,,,L3552,
Th,1,4518.9470,0.0020,17,,,3,2,,,L3552,
Th,1,4518.9920,0.0020,17,,,6,5,,,L3552,
Ne,1,4519.0030,0.0010,1000,,,2,3,,,L7292,
Th,1,4519.6097,0.0004,80,,,4,5,,,L5951,
Th,1,4519.8784,0.0006,19,,,5,5,,,L5951,
Th,1,4520.52662,0.00008,1200,,,2,1,,,L18702,
Th,1,4521.0192,0.0004,72,,,3,2,,,L5951,
Th,1,4522.3261,0.0003,110*,,,2,2,,,L5951,
Th,1,4522.3261,0.0003,110*,,,4,4,,,L5951,
Th,1,4522.46172,0.00003,3200,,,3,3,,,L18702,
Th,1,4522.56981,0.00020,460,,,6,5,,,L5951,
Th,1,4522.5979,0.0003,110,,,1,2,,,L5951,
Th,1,4523.0087,0.0003,120,,,7,7,,,L5951,
Ar,1,4523.591,0.010,20,9.0e+04,B,0,1,,T5223,L2634,
Th,1,4524.4794,0.0020,8,,,3,2,,,L3552,
Th,1,4525.3976,0.0003,210,,,2,3,,,L5951,
Th,1,4525.8766,0.0006,40,,,3,3,,,L5951,
Th,1,4525.8942,0.0008,15,,,4,5,,,L5951,
Xe,1,4525.9493,0.0005,,4.6e+05,C+,2,2,,T3269,L7292,
Cu,1,4526.381,0.021,40h,,,3/2,3/2,,,L772,
Th,1,4526.4544,0.0005,45,,,4,3,,,L5951,
Th,1,4526.7146,0.0004,65,,,2,3,,,L5951,
Ne,1,4527.0331,0.0010,700,,,1,2,,,L7292,
Ne,1,4527.446,0.020,500,,,1,1,,,L3469,
Ne,1,4527.954,0.020,150*,,,1,1,,,L3469,
Ne,1,4527.954,0.020,150*,,,1,2,,,L3469,
Th,1,4528.0284,0.0018,20,,,4,3,,,L12239,
Th,1,4528.3846,0.0021,85,,,3,3,,,L3552,
Ne,1,4528.995,0.020,150,,,1,0,,,L3469,
Th,1,4529.0191,0.0006,22,,,3,3,,,L5951,
Ne,1,4529.243,0.020,10,,,1,0,,,L3469,
Th,1,4529.29047,0.00025,280,,,5,5,,,L5951,
Ne,1,4530.746,0.020,300,,,0,1,,,L3469,
Th,1,4531.58943,0.00010,1100,,,3,2,,,L18702,
Cu,1,4532.055,0.009,800,8.4e+06,C+,3/2,1/2,,T1343,L772,
Th,1,4532.8016,0.0021,3,,,2,2,,,L3552,
Th,1,4532.8446,0.0021,11,,,1,1,,,L3552,
Th,1,4533.1330,0.0006,31,,,6,7,,,L5951,
Ne,1,4533.666,0.020,10,,,1,1,,,L3469,
Th,1,4534.3248,0.0003,130,,,4,4,,,L5951,
Th,1,4534.34793,0.00012,800,,,4,4,,,L18702,
Th,1,4534.5085,0.0004,76,,,2,3,,,L5951,
Th,1,4534.9047,0.0006,22,,,4,4,,,L5951,
Th,1,4534.9882,0.0021,15,,,2,3,,,L3552,
Th,1,4535.6739,0.0004,81,,,1,2,,,L5951,
Th,1,4536.3746,0.0021,7,,,4,4,,,L3552,
Th,1,4536.52627,0.00006,2000,,,2,1,,,L18702,
Th,1,4536.6583,0.0005,41,,,3,4,,,L5951,
Th,1,4536.81906,0.00025,260,,,4,5,,,L5951,
Th,1,4537.0294,0.0005,49,,,2,3,,,L5951,
Th,1,4537.25163,0.00023,310,,,4,3,,,L5951,
Th,1,4537.5300,0.0006,39,,,5,6,,,L5951,
Ne,1,4537.5722,0.0020,1500,4.29e+05,C,1,1,,T6976,L4498,
Th,1,4537.5940,0.0021,7,,,2,2,,,L3552,
Th,1,4538.1321,0.0004,68,,,4,3,,,L5951,
Th,1,4538.41686,0.00023,360,,,4,3,,,L5951,
Ne,1,4538.9491,0.0020,3000,4.77e+05,C+,1,2,,T6976,L4498,
Ne,1,4539.0268,0.0004,10000,8.16e+05,C+,1,2,,T6976,L3451,
Kr,1,4539.33,0.10,3,,,0,1,,,L7408,
Ne,1,4539.5750,0.0020,3000,,,3,3,,,L4498,
Ne,1,4540.441,0.020,500,,,3,2,,,L3469,
Th,1,4540.5017,0.0006,34,,,5,5,,,L5951,
Cu,1,4540.968,0.021,800h,2.12e+07,C+,5/2,3/2,,T1343,L772,
Th,1,4541.2692,0.0006,39,,,4,5,,,L5951,
Th,1,4541.2896,0.0008,17,,,2,2,,,L5951,
Th,1,4541.3430,0.0021,15,,,4,4,,,L3552,
Th,1,4541.5296,0.0004,92,,,5,4,,,L5951,
Th,1,4541.5865,0.0004,92,,,3,3,,,L5951,
Ne,1,4541.6531,0.0004,500,,,3,4,,,L3451,
Th,1,4541.8405,0.0004,69,,,5,5,,,L5951,
Th,1,4542.27213,0.00004,2300,,,2,2,,,L18702,
Th,1,4542.3123,0.0021,30,,,2,2,,,L3552,
Th,1,4542.6231,0.0005,49,,,3,4,,,L5951,
Th,1,4542.7760,0.0005,58,,,2,3,,,L5951,
Th,1,4543.3246,0.0005,44,,,2,1,,,L5951,
Th,1,4544.6535,0.0006,30,,,4,5,,,L5951,
Th,1,4544.6891,0.0003,180,,,3,2,,,L5951,
Th,1,4545.1351,0.0006,37,,,2,2,,,L5951,
Xe,1,4545.26,0.20,6,,,2,3,,,L4103,
Th,1,4545.6960,0.0021,7,,,4,4,,,L3552,
Ne,1,4545.776,0.020,500,,,2,1,,,L3469,
Th,1,4545.9327,0.0005,46,,,2,3,,,L5951,
Th,1,4546.0031,0.0021,11,,,1,2,,,L3552,
Th,1,4546.7181,0.0006,29,,,4,5,,,L5951,
Ne,1,4547.003,0.020,10,,,1,1,,,L3469,
Th,1,4547.19005,0.00004,2900,,,4,5,,,L18702,
Th,1,4547.4048,0.0006,23,,,2,3,,,L5951,
Th,1,4547.9503,0.0003,210,,,4,5,,,L5951,
Th,1,4548.1094,0.0004,93,,,6,5,,,L5951,
Th,1,4548.3420,0.0003,180,,,5,6,,,L5951,
Th,1,4548.4014,0.0003,200,,,6,7,,,L5951,
Ne,1,4548.493,0.020,100,,,3,3,,,L3469,
Th,1,4548.52455,0.00017,690,,,2,2,,,L5951,
Th,1,4548.8865,0.0008,17,,,3,4,,,L5951,
Ne,1,4549.003,0.020,150,,,3,2,,,L3469,
Th,1,4549.60112,0.00025,260,,,3,4,,,L5951,
Th,1,4549.6563,0.0004,64,,,5,5,,,L5951,
Th,1,4550.2558,0.0005,43,,,4,4,,,L5951,
Th,1,4550.3274,0.0021,7,,,4,5,,,L3552,
Th,1,4550.8797,0.0005,48,,,5,4,,,L5951,
Th,1,4550.9016,0.0004,94,,,2,2,,,L5951,
Th,1,4551.1096,0.0004,82,,,2,2,,,L5951,
Th,1,4551.4600,0.0006,32,,,2,3,,,L5951,
Kr,1,4551.5741,0.0010,40,7.3e+03,D,1,1,,T3952n,T3378,L7350,
Ne,1,4551.916,0.020,10,,,2,3,,,L3469,
Th,1,4552.74952,0.00021,480,,,2,3,,,L5951,
Th,1,4552.8740,0.0006,40,,,3,3,,,L5951,
Th,1,4552.9829,0.0005,49,,,2,2,,,L5951,
Th,1,4553.0957,0.0004,71,,,1,2,,,L5951,
Th,1,4553.42957,0.00012,810,,,4,3,,,L18702,
Th,1,4553.5008,0.0003,150,,,4,4,,,L5951,
Th,1,4553.7231,0.0006,27,,,5,4,,,L5951,
Ne,1,4553.8742,0.0010,300,,,1,1,,,L7292,
Th,1,4554.3419,0.0008,16,,,2,2,,,L5951,
Th,1,4554.5403,0.0005,44,,,6,5,,,L5951,
Th,1,4554.7505,0.0021,11,,,4,5,,,L3552,
Th,1,4555.1514,0.0006,20,,,6,5,,,L5951,
Ne,1,4555.692,0.020,100,,,1,1,,,L3469,
Ne,1,4555.838,0.020,50,,,1,2,,,L3469,
Ne,1,4556.101,0.020,400,,,1,2,,,L3469,
Th,1,4556.4203,0.0004,82,,,4,4,,,L5951,
Th,1,4556.5832,0.0006,29,,,5,5 or 6,,,L5951,
Ne,1,4556.669,0.020,300,,,2,1,,,L3469,
Th,1,4557.0528,0.0003,140bl,,,4,3 or 4,,,L5951,
Th,1,4557.08965,0.00004,3100,,,1,1,,,L18702,
Th,1,4557.18163,0.00021,450,,,4,3,,,L5951,
Th,1,4557.4833,0.0004,66,,,2,3,,,L5951,
Th,1,4557.6644,0.0003,130,,,1,1 or 2,,,L5951,
Ne,1,4557.975,0.020,20,,,0,1,,,L3469,
Th,1,4559.62349,0.00017,850,,,3,4,,,L5951,
Th,1,4559.8039,0.0006,29,,,3,4,,,L5951,
Th,1,4559.8993,0.0006,24,,,1,1,,,L5951,
Th,1,4560.3349,0.0003,150,,,5,5,,,L5951,
Th,1,4560.3858,0.0021,3,,,3,2,,,L3552,
Th,1,4560.5900,0.0003,170,,,2,2,,,L5951,
Th,1,4560.6741,0.0021,7,,,4,5,,,L3552,
Th,1,4560.9338,0.0006,38,,,3,4,,,L5951,
Th,1,4561.3453,0.0021,11,,,1,2,,,L3552,
Th,1,4561.9420,0.0006,37,,,2,2,,,L5951,
Th,1,4562.2594,0.0021,7,,,3,4,,,L3552,
Th,1,4562.5054,0.0003,200,,,2,2,,,L5951,
Th,1,4562.62620,0.00008,1300,,,2,1,,,L18702,
Th,1,4562.6798,0.0004,110,,,3,2,,,L5951,
Th,1,4562.77178,0.00025,290,,,4,3,,,L5951,
Th,1,4562.7922,0.0005,45,,,4,4,,,L5951,
Th,1,4562.8902,0.0005,52,,,5,6,,,L5951,
Th,1,4562.9841,0.0008,16,,,2,2,,,L5951,
Th,1,4563.35899,0.00021,400,,,4,5,,,L5951,
Th,1,4563.5302,0.0004,67,,,3,4,,,L5951,
Ne,1,4563.728,0.020,10,,,0,1,,,L3469,
Th,1,4563.7544,0.0004,97,,,5,5,,,L5951,
Th,1,4564.0037,0.0006,22,,,3,3,,,L5951,
Th,1,4564.94014,0.00006,1500,,,4,3,,,L18702,
Th,1,4566.11485,0.00019,560,,,3,3,,,L5951,
Th,1,4567.0590,0.0004,120,,,5,5,,,L5951,
Th,1,4567.0895,0.0004,100,,,1,1,,,L5951,
Ne,1,4567.1677,0.0010,600,,,2,3,,,L7292,
Th,1,4567.7103,0.0006,19,,,3,4,,,L5951,
Th,1,4567.9914,0.0005,52,,,4,4,,,L5951,
Ne,1,4568.110,0.020,400,,,2,2,,,L3469,
Th,1,4568.2682,0.0004,67,,,2,3,,,L5951,
Ne,1,4568.419,0.020,150,,,2,3,,,L3469,
Th,1,4568.52029,0.00006,2000,,,4,5,,,L18702,
Ne,1,4569.125,0.020,100,,,2,1,,,L3469,
Th,1,4569.1363,0.0021,15,,,3,3,,,L3552,
Th,1,4569.42289,0.00019,650,,,1,2,,,L5951,
Th,1,4569.8039,0.0003,250,,,4,4,,,L5951,
Th,1,4570.42826,0.00023,380,,,4,5,,,L5951,
Th,1,4570.8525,0.0006,35*,,,2,3,,,L5951,
Th,1,4570.9147,0.0004,68,,,3,3,,,L5951,
Th,1,4571.0173,0.0003,190,,,2,1,,,L5951,
Th,1,4571.8319,0.0021,7,,,2,2,,,L3552,
Th,1,4571.9298,0.0006,29*,,,3,4,,,L5951,
Th,1,4571.9298,0.0006,29*,,,4,4,,,L5951,
Th,1,4572.25324,0.00003,3400,,,5,6,,,L18702,
Th,1,4572.50062,0.00019,630,,,3,2,,,L5951,
Th,1,4572.8123,0.0004,100,,,3,4,,,L5951,
Th,1,4573.2392,0.0003,130,,,5,4,,,L5951,
Th,1,4573.6088,0.0023,9,,,4,4,,,L12239,
Th,1,4573.9205,0.0006,39,,,2,3,,,L5951,
Ne,1,4574.3425,0.0020,50,,,2,2,,,L4498,
Th,1,4574.7148,0.0021,11,,,2,1,,,L3552,
Ne,1,4574.839,0.020,500,,,2,1,,,L3469,
Th,1,4574.8550,0.0006,34,,,5,4,,,L5951,
Th,1,4575.0512,0.0006,20,,,3,3,,,L5951,
Ne,1,4575.180,0.020,300,,,2,2,,,L3469,
Th,1,4575.3098,0.0003,240,,,3,3,,,L5951,
Th,1,4575.5877,0.0003,180,,,6,6,,,L5951,
Ne,1,4576.3441,0.0004,3000,,,2,3,,,L3451,
Th,1,4576.5328,0.0003,210,,,5,5,,,L5951,
Th,1,4577.1033,0.0021,3,,,2,2,,,L3552,
Ne,1,4577.140,0.020,200,,,2,1,,,L3469,
Th,1,4577.5543,0.0006,34,,,2,2,,,L5951,
Th,1,4577.7497,0.0004,80,,,3,2,,,L5951,
Th,1,4577.8249,0.0006,32,,,2,3,,,L5951,
Xe,1,4577.883,0.010,,,,2,4,E2,,L4739,
Th,1,4578.0231,0.0004,66,,,1,2,,,L5951,
Th,1,4578.2470,0.0008,16,,,5,6,,,L5951,
Th,1,4578.4139,0.0006,25,,,4,4,,,L5951,
Th,1,4578.8650,0.0003,170,,,4,4,,,L5951,
Th,1,4579.0467,0.0006,37,,,4,4,,,L5951,
Th,1,4579.10600,0.00023,330,,,2,1,,,L5951,
Th,1,4579.1893,0.0003,260,,,1,2,,,L5951,
Th,1,4580.0613,0.0021,18,,,4,4,,,L3552,
Th,1,4580.1027,0.0004,100,,,7,6 or 7,,,L5951,
Th,1,4580.3117,0.0004,65,,,1,2,,,L5951,
Th,1,4580.6265,0.0006,24,,,2,1,,,L5951,
Th,1,4580.6516,0.0004,73,,,6,5,,,L5951,
Th,1,4580.9247,0.0004,84,,,4,5,,,L5951,
Th,1,4581.11049,0.00010,890,,,4,4,,,L18702,
Th,1,4581.6911,0.0004,76,,,1,2,,,L5951,
Th,1,4582.2647,0.0021,11,,,3,3,,,L3552,
Th,1,4582.45691,0.00017,720,,,2,1,,,L5951,
Th,1,4582.7125,0.0004,79,,,1,0,,,L5951,
Ne,1,4583.3190,0.0010,1500,,,2,3,,,L7292,
Ne,1,4583.389,0.020,150,,,2,2,,,L3469,
Ne,1,4583.7362,0.0004,1500,,,3,2,,,L3451,
Ne,1,4583.840,0.020,150,,,2,2,,,L3469,
Xe,1,4584.0314,0.0005,,1.3e+06,C,1,0,,T5100n,T4106n,L7292,
Kr,1,4584.25,0.10,4,,,0,1,,,L3988,
Ne,1,4584.264,0.020,50,,,1,0,,,L3469,
Th,1,4584.3463,0.0006,25,,,5,4,,,L5951,
Th,1,4584.7984,0.0021,3,,,1,2,,,L3552,
Th,1,4585.1590,0.0004,61,,,5,4 or 5,,,L5951,
Th,1,4585.3258,0.0021,12,,,5,5 or 6,,,L12239,
Th,1,4585.5301,0.0004,96,,,3,4,,,L5951,
Th,1,4585.5836,0.0006,27,,,4,4,,,L5951,
Th,1,4586.4598,0.0021,7,,,1,2,,,L3552,
Ne,1,4587.161,0.020,100,,,1,2,,,L3469,
Th,1,4587.3236,0.0004,61,,,2,3,,,L5951,
Th,1,4587.3475,0.0004,92,,,4,3,,,L5951,
Ne,1,4587.430,0.020,20,,,1,1,,,L3469,
Cu,1,4588.26,0.06,1300h,3.20e+07,C+,7/2,5/2,,T1343,L772,
Th,1,4588.6174,0.0021,11,,,2,3,,,L3552,
Th,1,4589.6357,0.0021,380,,,2,3,,,L3552,
Th,1,4589.71183,0.00003,3800,,,4,5,,,L18702,
Th,1,4590.0867,0.0008,15,,,1,2,,,L5951,
Th,1,4590.1295,0.0006,23,,,2,3,,,L5951,
Th,1,4590.6139,0.0021,18,,,4,5,,,L3552,
Th,1,4590.8120,0.0021,11,,,5,4,,,L3552,
Th,1,4590.8845,0.0006,34,,,3,3,,,L5951,
Th,1,4591.4422,0.0006,25,,,2,2,,,L5951,
Th,1,4592.8650,0.0006,25,,,4,5,,,L5951,
Th,1,4593.2587,0.0021,3,,,3,4,,,L3552,
Th,1,4593.3821,0.0006,33,,,4,4,,,L5951,
Th,1,4593.8014,0.0005,43*,,,2,3,,,L5951,
Th,1,4593.8014,0.0005,43*,,,2,3,,,L5951,
Th,1,4593.95285,0.00004,2800,,,2,3,,,L18702,
Th,1,4594.0574,0.0006,18,,,4,3,,,L5951,
Th,1,4594.1380,0.0021,3,,,3,2,,,L3552,
Th,1,4594.1607,0.0021,15,,,1,1,,,L12239,
Th,1,4594.2443,0.0003,220,,,5,5,,,L5951,
Ne,1,4594.530,0.020,500,,,2,1,,,L3469,
Th,1,4594.6472,0.0006,19,,,4,5,,,L5951,
Th,1,4594.8004,0.0008,15*,,,2,3,,,L5951,
Th,1,4594.8109,0.0021,160,,,3,3,,,L3552,
Th,1,4594.93077,0.00017,670,,,3,2,,,L5951,
Th,1,4595.3332,0.0021,7,,,1,2,,,L3552,
Th,1,4595.5472,0.0021,7,,,4,5,,,L3552,
Ne,1,4596.536,0.020,500,,,2,2,,,L3469,
Th,1,4596.708180,0.000015,8700,,,2,3,,,L18702,
Th,1,4597.1896,0.0021,11,,,2,1,,,L3552,
Ar,1,4597.385,0.010,15,9.5e+04,B,1,1,,T5223,L2634,
Th,1,4597.4255,0.0006,18,,,1,0,,,L5951,
Th,1,4597.4634,0.0004,110,,,5,5,,,L5951,
Th,1,4597.59557,0.00019,590,,,3,2,,,L5951,
Th,1,4598.5310,0.0021,15,,,4,3,,,L3552,
Th,1,4599.7238,0.0004,86,,,1,2,,,L5951,
Th,1,4600.1765,0.0021,15,,,4,3,,,L3552,
Th,1,4600.2286,0.0004,78,,,2,2,,,L5951,
Th,1,4600.5875,0.0021,12,,,2,2,,,L12239,
Th,1,4600.7142,0.0008,16,,,1,1,,,L5951,
Th,1,4600.9933,0.0003,260,,,1,1,,,L5951,
Th,1,4602.1607,0.0003,140,,,6,5,,,L5951,
Th,1,4602.2598,0.0021,14,,,1,2,,,L12239,
Th,1,4602.3911,0.0021,15,,,3,4,,,L12239,
Th,1,4602.6346,0.0006,30,,,6,5,,,L5951,
Th,1,4602.8389,0.0008,16,,,3,4,,,L5951,
Th,1,4602.8565,0.0008,16,,,2,1,,,L5951,
Th,1,4603.7099,0.0005,42,,,5,5,,,L5951,
Th,1,4604.0845,0.0021,7,,,4,3,,,L3552,
Th,1,4604.4027,0.0021,190,,,3,4,,,L3552,
Th,1,4604.43408,0.00011,990,,,2,1,,,L18702,
Th,1,4604.6582,0.0005,55,,,4,4,,,L5951,
Th,1,4604.7236,0.0021,3,,,4,5,,,L3552,
Th,1,4604.8267,0.0021,7,,,1,1,,,L3552,
Ne,1,4605.385,0.020,150,,,2,3,,,L3469,
Ne,1,4605.970,0.020,10,,,2,2,,,L3469,
Ne,1,4606.228,0.020,50,,,1,1,,,L3469,
Th,1,4606.7185,0.0019,17,,,2,3,,,L12239,
Th,1,4607.1140,0.0005,47,,,2,3,,,L5951,
Th,1,4608.5147,0.0021,11,,,4,3,,,L3552,
Th,1,4608.6687,0.0003,290,,,4,4,,,L5951,
Th,1,4608.9508,0.0004,82,,,5,6,,,L5951,
Th,1,4609.1235,0.0004,76,,,1,2,,,L5951,
Th,1,4609.22555,0.00013,820,,,3,2,,,L18702,
Th,1,4609.6676,0.0006,27,,,3,3,,,L5951,
Th,1,4609.91105,0.00019,640,,,3,3,,,L5951,
Th,1,4610.4229,0.0006,25,,,3,2,,,L5951,
Ne,1,4610.656,0.020,300,,,1,1,,,L3469,
Th,1,4610.7303,0.0021,7,,,3,4,,,L3552,
Th,1,4610.8072,0.0021,7,,,3,3,,,L3552,
Th,1,4611.0873,0.0021,7,,,3,3,,,L3552,
Ne,1,4611.2014,0.0010,1500,,,1,2,,,L7292,
Th,1,4611.3723,0.0004,120,,,2,2,,,L5951,
Th,1,4611.5985,0.0021,19,,,3,4,,,L3552,
Th,1,4611.7482,0.0017,28,,,4,5,,,L12239,
Th,1,4611.8260,0.0006,35,,,4,3,,,L5951,
Th,1,4611.91875,0.00021,460,,,5,5,,,L5951,
Th,1,4613.0500,0.0004,110,,,6,5,,,L5951,
Xe,1,4613.1801,0.0005,100,3.0e+04,D,2,1,,T8608,L7292,
Th,1,4613.83551,0.00021,450,,,4,5,,,L5951,
Th,1,4614.89674,0.00017,670,,,2,1,,,L18702,
Th,1,4615.4553,0.0005,49,,,4,3,,,L5951,
Th,1,4615.5709,0.0006,18,,,2,2,,,L5951,
Ne,1,4615.6835,0.0010,1000,,,2,1,,,L7292,
Th,1,4616.31674,0.00017,740,,,2,1,,,L5951,
Th,1,4616.3738,0.0006,23,,,4,4,,,L5951,
Th,1,4616.62686,0.00013,830,,,1,1,,,L18702,
Th,1,4616.9636,0.0005,43,,,2,1,,,L5951,
Th,1,4617.1767,0.0004,87,,,2,2 or 3,,,L5951,
Th,1,4617.7455,0.0004,110,,,3,3,,,L5951,
Ne,1,4618.204,0.020,50,,,0,1,,,L3469,
Th,1,4618.5897,0.0006,34*,,,6,5,,,L5951,
Th,1,4618.5897,0.0006,34*,,,4,3,,,L5951,
Th,1,4618.6773,0.0021,11,,,3,2,,,L3552,
Ne,1,4619.1304,0.0010,700,,,2,2,,,L7292,
Th,1,4619.5516,0.0009,16,,,3,2,,,L5951,
Th,1,4620.2065,0.0006,20,,,3,4,,,L5951,
Th,1,4620.5169,0.0021,7,,,5,4,,,L3552,
Th,1,4620.9202,0.0006,38,,,4,5,,,L5951,
Th,1,4621.53492,0.00023,360,,,2,2,,,L5951,
Th,1,4621.7417,0.0003,300,,,3,3,,,L5951,
Th,1,4621.9685,0.0005,50,,,3,2,,,L5951,
Th,1,4621.9993,0.0021,12,,,3,4,,,L3552,
Th,1,4622.3681,0.0003,190,,,2,3,,,L5951,
Th,1,4622.45716,0.00009,1100,,,4,3,,,L18702,
Th,1,4622.9500,0.0004,87,,,3,3,,,L5951,
Th,1,4624.0362,0.0006,29,,,5,5,,,L5951,
Th,1,4624.4117,0.0003,160,,,4,3,,,L5951,
Th,1,4624.4678,0.0006,39,,,2,2,,,L5951,
Th,1,4624.8509,0.0005,53,,,4,5,,,L5951,
Th,1,4625.3431,0.0006,21,,,5,5,,,L5951,
Xe,1,4625.5708,0.0005,,2.42e+06,B,2,2,,T8608n,T6672,L7292,
Th,1,4625.60916,0.00024,310,,,2,2,,,L5951,
Th,1,4625.9729,0.0004,110*,,,5,5,,,L5951,
Th,1,4626.2370,0.0021,13,,,3,3,,,L12239,
Th,1,4626.5701,0.0003,160,,,2,3,,,L5951,
Th,1,4626.7893,0.0003,170,,,2,2,,,L5951,
Th,1,4627.1886,0.0021,8,,,3,2,,,L3552,
Th,1,4627.8168,0.0021,20,,,3,3,,,L3552,
Th,1,4628.3399,0.0009,16,,,1,2,,,L5951,
Th,1,4628.59385,0.00015,660,,,2,3,,,L18702,
Th,1,4628.7990,0.0021,12,,,1,2,,,L3552,
Ne,1,4629.095,0.020,20,,,2,1,,,L3469,
Th,1,4629.1605,0.0004,67,,,4,4,,,L5951,
Th,1,4629.49760,0.00009,1200,,,4,5,,,L18702,
Ne,1,4629.6075,0.0004,1500,,,2,3,,,L3451,
Ar,1,4629.737,0.010,7,3.83e+04,B+,1,2,,T5223,L2634,
Ne,1,4629.756,0.020,300,,,2,2,,,L3469,
Th,1,4629.8535,0.0003,130,,,3,3,,,L5951,
Th,1,4629.8816,0.0004,96,,,4,4,,,L5951,
Th,1,4630.4962,0.0006,36,,,1,2,,,L5951,
Th,1,4630.5843,0.0006,23,,,3,3,,,L5951,
Th,1,4631.4638,0.0006,25,,,2,3,,,L5951,
Th,1,4631.9364,0.0005,46,,,4,5,,,L5951,
Th,1,4632.3189,0.0004,100,,,4,4,,,L5951,
Th,1,4632.4274,0.0006,39,,,2,3,,,L5951,
Th,1,4632.93924,0.00019,570,,,5,4,,,L5951,
Th,1,4633.1983,0.0021,8,,,2,2,,,L3552,
Th,1,4633.3344,0.0006,21,,,4,4,,,L5951,
Th,1,4633.4359,0.0006,34,,,3,3,,,L5951,
Th,1,4633.4732,0.0006,28,,,2,2,,,L5951,
Th,1,4633.5914,0.0021,12,,,4,4,,,L3552,
Th,1,4634.91616,0.00024,360,,,4,3,,,L5951,
Th,1,4635.06347,0.00011,950,,,2,2,,,L18702,
Th,1,4635.3214,0.0006,30,,,2,3,,,L5951,
Th,1,4635.5249,0.0021,12,,,2,2,,,L3552,
Th,1,4635.9027,0.0006,37,,,1,2,,,L5951,
Th,1,4636.1070,0.0006,23,,,5,6,,,L5951,
Ne,1,4637.4233,0.0010,700,,,1,2,,,L7292,
Kr,1,4637.44,0.10,20,,,1,0,,,L7408,
Th,1,4637.699,0.003,6,,,6,6,,,L12239,
Th,1,4637.7790,0.0009,15,,,6,5,,,L5951,
Ne,1,4637.9346,0.0020,700,,,1,1,,,L4498,
Th,1,4638.0566,0.0022,16,,,1,1,,,L3552,
Ne,1,4638.273,0.020,500,,,1,2,,,L3469,
Th,1,4638.4878,0.0004,76,,,5,5,,,L5951,
Th,1,4639.2371,0.0005,51,,,1,1,,,L5951,
Th,1,4639.42474,0.00022,390,,,3,3,,,L5951,
Th,1,4639.8932,0.0009,17,,,4,3,,,L5951,
Th,1,4639.98369,0.00006,1400,,,3,3,,,L18702,
Th,1,4640.2164,0.0006,25,,,2,3,,,L5951,
Th,1,4640.4938,0.0022,15,,,3,2,,,L12239,
Th,1,4640.81799,0.00022,440,,,4,4,,,L5951,
